#Table1
g,i,r,z
24.74762,21.60949,22.83753,1.003845
22.99177,22.27346,22.26909,1.002036
23.40668,20.20522,21.69502,1.00196
22.69792,21.50357,22.91035,1.002112
22.57387,21.53935,22.58652,1.002457
23.81192,20.43086,21.60915,1.001222
22.76627,21.77433,21.83786,1.002196
24.7895,21.01911,22.92974,1.002056
22.8309,21.57459,22.29484,1.003862
22.55074,21.55416,22.32591,1.001387
23.13515,23.69836,25.16675,1.001362
22.34842,20.93825,21.50049,1.003544
23.61869,20.60747,21.66496,1.003739
22.25807,21.4653,21.68651,1.002848
22.26052,20.50871,21.77679,1.004375
24.70329,21.17226,22.85669,1.002824
22.98391,21.54916,21.92385,1.003331
23.56184,21.16892,22.89784,1.001925
22.13019,21.67834,21.8908,1.002166
24.0997,22.3255,23.60098,1.001561
22.5423,22.40611,22.9257,1.002284
23.38231,22.42433,21.76511,1.003663
21.96346,22.24674,22.4665,1.002658
23.06197,21.53214,22.6064,1.003601
23.14586,21.71052,22.75868,1.004215
23.5062,22.09863,22.96396,1.004393
23.755,22.61728,22.26254,1.00388
22.93431,21.41175,22.07574,1.004059
22.71321,21.19291,22.12477,1.002472
23.68932,20.70172,21.70837,1.00123
22.86706,21.69521,22.25567,1.004207
22.91702,21.91702,22.07796,1.003365
22.54359,21.34054,21.92701,1.001256
24.87718,21.92379,23.01252,1.001932
22.49666,21.42444,21.87541,1.004285
22.73101,21.78068,22.35802,1.002283
23.32499,22.3178,22.72532,1.003673
22.61955,21.83292,22.05798,1.002869
25.3596,20.84403,22.57501,1.001625
22.94067,22.30209,23.06608,1.003202
21.79398,21.32128,21.3615,1.003247
24.77966,20.72677,22.01684,1.002702
23.78986,23.23504,22.32816,1.001267
22.55795,21.75834,22.37545,1.00342
23.81081,20.88881,22.05749,1.003918
24.48977,20.59723,21.54302,1.003847
23.99949,20.28664,21.48847,1.003393
23.5822,20.72107,22.0736,1.002604
23.47893,20.87666,21.99959,1.004009
24.62499,20.94953,22.296,1.002735
22.42703,20.20675,21.33633,1.00149
23.25625,20.7849,21.80326,1.003395
24.5153,20.08753,21.40916,1.002398
23.61124,20.9656,22.47227,1.003075
22.24437,21.53275,22.42915,1.003204
24.23253,21.09019,22.2104,1.004194
21.60886,21.10142,21.56458,1.002166
22.00331,20.96059,21.70529,1.001337
23.26672,21.4184,22.48667,1.003293
23.12494,20.4066,21.6211,1.002852
22.57002,21.2107,22.48922,1.001384
23.17491,21.46336,22.6465,1.001922
22.42229,20.92219,22.23964,1.00198
22.52982,21.08522,22.34534,1.002741
23.33664,21.68945,22.08151,1.003003
24.14113,21.36045,22.55014,1.002345
24.10221,20.52569,21.74541,1.002844
23.15046,20.90845,21.90047,1.001468
22.20514,21.6803,21.65508,1.001489
24.69962,21.14224,22.20365,1.003
22.50796,20.77206,21.80218,1.001927
24.02937,21.23233,22.48092,1.004079
22.81012,20.4896,21.62635,1.002557
24.74272,21.58416,23.0234,1.003877
23.74734,21.22034,22.58832,1.003133
25.22157,21.74047,22.83795,1.003139
23.43501,20.76866,22.05884,1.00159
23.98029,21.14507,22.47207,1.001554
26.56144,20.65959,22.49042,1.002858
23.10001,19.98066,21.51582,1.004369
24.06406,20.93257,22.56492,1.001851
23.88401,21.59199,23.45838,1.004194
23.33522,21.46143,22.43595,1.003168
22.47817,21.39202,21.98742,1.001269
22.39292,21.44379,21.8968,1.002365
22.58663,22.47956,22.32753,1.002562
23.73975,25.27558,21.32206,1.001532
22.40789,21.36979,21.59302,1.004057
22.17631,20.72182,22.01036,1.001469
24.57844,21.10436,23.75829,1.001519
25.69702,21.33492,23.55015,1.003814
23.38255,20.66249,22.02563,1.001842
24.94829,21.52278,22.63,1.001506
23.72554,21.71581,22.86502,1.002273
21.82176,21.70319,21.70748,1.001461
21.50435,20.91845,21.26293,1.003757
23.42773,20.73608,21.93552,1.002145
22.05155,21.57463,21.51457,1.003107
22.97909,21.62491,22.29019,1.00199
21.50674,20.59999,22.11963,1.00238
24.4326,22.40955,23.86684,1.003463
23.68139,20.79699,22.02662,1.003674
22.45824,21.6588,23.52997,1.002869
22.75459,20.6654,21.93486,1.001501
21.76803,20.08006,21.3485,1.002824
22.15986,20.1575,21.9779,1.002399
20.23021,19.43457,20.08016,1.002548
22.72556,21.68967,21.77201,1.003299
24.15573,22.74331,22.83459,1.004175
21.82255,21.05923,22.09396,1.003467
22.8377,21.60937,21.97418,1.002799
24.08044,20.98632,22.26297,1.003871
25.9666,21.67583,23.17273,1.003286
22.39811,21.08737,22.16449,1.003427
23.01271,21.54375,22.41665,1.003763
22.57375,21.43681,22.0409,1.003448
23.4175,21.55811,23.60182,1.004337
23.01456,21.50902,22.44356,1.004125
21.1244,19.77916,20.43782,1.001241
22.58683,21.31185,22.26405,1.004028
22.01983,21.38298,21.82636,1.003335
22.58222,20.834,21.10272,1.003612
21.6285,21.26995,21.56323,1.001063
25.85742,20.87925,22.02997,1.001514
21.41778,21.17883,21.48787,1.001499
22.60003,20.26038,21.37845,1.001818
21.84158,21.47252,21.76564,1.001019
24.24556,20.88533,22.13159,1.001268
23.72719,20.76373,22.02774,1.001832
21.19736,21.0294,21.13691,1.00241
23.11284,20.8151,22.09831,1.001832
21.79324,21.82903,21.99704,1.002166
23.943,20.9287,22.02158,1.00123
21.88434,21.50251,21.78666,1.00115
22.06768,19.93628,21.08459,1.002376
23.75226,22.20616,23.72297,1.000865
22.31991,21.48583,21.79442,1.002246
22.69482,21.50662,22.65731,1.00192
22.75334,21.33851,21.82702,1.000844
22.48746,21.74565,22.5377,1.000925
21.98122,20.8451,21.43249,1.001863
22.9349,21.82918,22.41708,1.00205
21.83722,20.96463,21.42163,1.001324
22.56792,21.51962,21.90056,1.001015
23.37394,20.94476,21.94079,1.002408
25.00308,20.87202,22.01212,1.001983
24.00752,21.10516,22.76019,1.001803
21.86795,21.29702,21.5925,1.001368
22.98742,21.37027,21.93306,1.002313
22.46814,21.93637,21.88363,1.001994
22.93921,21.90687,22.20713,1.002434
22.85948,22.13946,22.85803,1.002476
22.29328,21.83624,21.95667,1.001344
22.9675,21.91153,22.00302,1.000838
22.27989,21.75909,22.5766,1.002121
21.33679,20.80393,21.25224,1.002156
22.20656,21.37663,21.57449,1.001819
23.00468,21.76495,21.98293,1.002149
22.27708,21.32525,21.54459,1.00126
22.95253,21.75701,22.27181,1.001814
21.9268,20.90109,21.77357,1.00145
21.69532,21.43765,22.09175,1.000817
23.16607,21.3216,22.268,1.002248
22.46924,21.66476,22.03828,1.001315
25.77163,21.17486,22.5455,1.001135
21.87684,21.84885,21.65146,1.001089
22.16988,21.37618,22.35595,1.00136
23.2229,21.29098,21.74251,1.00173
22.38103,21.75947,22.29575,1.001712
21.98808,20.38139,21.11762,1.00148
22.10115,21.93452,22.45259,1.00156
22.8923,21.97257,22.19163,1.00238
23.50115,22.16789,22.36158,1.000856
22.50379,20.82159,21.51996,1.001169
23.37049,20.81932,21.89219,1.000918
22.56142,21.28957,22.74789,1.000781
23.09449,20.92479,22.04538,1.001407
21.797,21.69872,21.67534,1.001737
22.29247,21.09759,21.93474,1.001851
23.7641,22.0211,22.35533,1.001141
22.7916,21.14643,22.12603,1.001867
21.18011,20.5715,20.99588,1.001769
22.69918,21.6446,22.1637,1.001578
22.72694,21.57673,21.67461,1.002324
22.73543,21.50806,22.45426,1.001683
22.83743,21.70041,22.21064,1.002198
21.67343,20.75791,21.18638,1.001525
22.05135,20.60264,21.41848,1.000942
23.57014,20.85209,21.88687,1.00237
23.05731,20.66478,22.09358,1.001913
22.37442,21.73086,21.99323,1.001002
21.77746,21.20108,21.49798,1.002076
22.8784,21.67326,22.12436,1.002268
22.35648,21.2601,22.05139,1.001163
22.45081,21.52987,22.17204,1.001363
23.54778,21.6378,22.14659,1.001454
22.95428,21.75874,22.5608,1.000868
22.75505,21.60533,21.96196,1.001901
22.38507,21.21742,21.58708,1.002261
22.77993,21.66907,22.22569,1.000797
22.38865,21.41553,21.83232,1.002192
22.63407,21.60572,22.08134,1.001362
22.51853,21.4618,22.34943,1.000886
24.38821,20.69407,21.8166,1.000879
21.83651,21.19016,22.04265,1.001589
23.48145,20.89548,21.9528,1.002343
22.95097,21.54725,22.01077,1.001205
22.18437,21.50931,22.01627,1.00182
22.3647,21.44923,22.02961,1.001601
25.22081,20.7538,22.62139,1.001322
21.57237,20.93662,21.08147,1.002073
21.99657,21.01874,21.50703,1.001583
22.60707,21.68494,22.24403,1.001626
23.46608,22.34362,23.50775,1.00103
22.66684,21.09528,21.57545,1.001054
23.04866,21.15698,22.71428,1.001014
23.12971,22.56416,22.78155,1.001612
22.72608,21.87264,22.64727,1.002466
22.32169,21.86065,22.00726,1.002332
22.47912,21.33528,22.48023,1.001521
22.46101,21.14203,21.66897,1.001439
22.86788,21.44727,22.58586,1.001261
22.54127,21.17455,21.68714,1.001652
22.12196,21.92742,21.87915,1.000924
23.44119,21.62444,22.36918,1.001797
22.21061,21.16539,21.49672,1.002347
22.54296,21.42453,22.29248,1.002297
22.74228,21.55224,21.75272,1.000823
23.06323,21.80005,22.50156,1.001886
23.40868,21.62444,22.32273,1.001869
23.10065,22.78041,22.19532,1.00128
23.37792,20.88541,21.87168,1.001424
22.99823,22.12932,22.2314,1.002247
22.68191,21.74835,22.7499,1.002128
22.27774,21.72162,21.87474,1.002485
23.08731,21.60555,22.83154,1.001827
23.33654,21.76062,23.05379,1.001112
22.23473,21.62352,22.26859,1.001055
22.44917,20.54261,21.53344,1.000784
21.91859,21.67357,21.81401,1.001097
23.01561,22.23321,22.41289,1.001429
21.46893,21.16757,21.52859,1.002146
22.14316,19.72924,20.60772,1.001778
21.93755,21.60589,21.8719,1.001969
23.60438,21.0737,22.93682,1.001442
23.50087,21.04659,22.07056,1.001158
25.06215,21.35799,23.30735,1.002342
22.3777,21.61592,22.24928,1.00082
22.1094,20.63006,21.2987,1.0041
21.36671,20.43446,20.91566,1.006102
21.87099,22.02134,21.69309,1.005565
22.40746,21.61796,22.0926,1.002517
23.71179,20.84661,22.46652,1.00287
21.40822,20.7967,21.16821,1.003414
23.43527,20.89743,22.08326,1.00622
23.3861,21.81046,22.24961,1.005316
22.81915,22.54128,23.25671,1.003446
21.33049,20.91955,21.24945,1.00518
22.26633,21.54215,21.84167,1.004968
22.86699,21.74052,22.37502,1.006178
23.01229,21.78682,22.54368,1.003451
22.56469,21.9195,22.26129,1.005339
22.96296,21.60019,21.88506,1.006066
22.82656,22.40352,22.56996,1.004279
23.53481,21.95016,22.7439,1.005849
22.27599,21.10752,21.73299,1.006213
22.77266,22.31087,22.72505,1.006052
22.72741,21.53724,22.09568,1.005301
22.7504,21.71886,22.26312,1.004766
22.79479,21.72739,22.16544,1.00405
22.53471,21.31318,22.05472,1.004971
22.78056,21.63291,22.46983,1.003495
22.36544,21.30807,22.2414,1.003285
22.5482,21.64191,21.97637,1.003619
22.67029,21.75813,22.30758,1.003654
22.85875,22.45544,23.08032,1.003843
22.21235,21.07791,21.65495,1.004195
21.7561,21.44799,21.76307,1.004366
22.61752,21.0719,22.04801,1.003496
22.72842,21.41396,22.24273,1.006056
22.73084,22.35649,22.08427,1.002923
22.1051,21.52842,21.86786,1.00412
24.05761,21.57379,22.73389,1.004277
22.94714,21.87444,22.68606,1.003757
23.07631,21.57799,22.12564,1.002547
21.68422,20.59029,21.11541,1.002761
22.58119,21.89927,22.15728,1.002708
21.51592,19.97898,20.59068,1.004645
22.14944,21.48115,21.5813,1.004608
23.07936,22.18709,22.71712,1.005979
23.27546,22.08586,22.68608,1.005763
22.87605,21.70611,21.96002,1.005226
22.64087,21.54448,21.84422,1.002787
21.88006,20.90568,21.48986,1.003686
21.86323,20.98485,21.67048,1.004842
23.58147,21.81827,22.84789,1.004578
22.6308,21.18374,21.77184,1.003222
24.30064,22.46083,23.32228,1.005354
23.18672,21.83364,22.51921,1.005621
22.96462,21.85277,22.14187,1.003325
22.62058,21.68861,22.0288,1.00596
24.00598,22.12141,23.02855,1.004744
22.86695,21.81944,22.45037,1.003986
22.59601,22.54398,21.97602,1.005146
22.65108,22.18717,22.33636,1.004148
23.44581,21.85289,22.46738,1.005348
22.43692,21.19725,21.79861,1.005944
22.86679,21.12755,21.55965,1.004035
22.48915,22.00142,22.27982,1.004133
22.21684,21.62167,21.54194,1.003532
22.98,21.63094,21.96861,1.00413
22.0741,20.96951,21.5481,1.005638
22.0258,21.13569,21.70966,1.004413
22.02037,21.497,21.86981,1.002728
22.63853,21.14275,22.21785,1.005507
23.26138,22.09458,22.50928,1.003461
25.34373,20.956,22.08306,1.004921
22.5589,21.36358,22.66218,1.004664
22.09577,21.77596,21.90231,1.004481
21.91294,20.9334,21.62239,1.003252
22.16457,21.14062,21.88133,1.004911
22.29951,21.35599,21.49238,1.004668
22.57692,21.34907,22.38507,1.005388
22.56841,21.23628,22.05461,1.004773
22.79568,21.35834,22.17945,1.006162
22.81514,24.03488,22.30429,1.002714
25.6703,20.90918,22.26641,1.003034
22.62059,20.58293,21.77109,1.001477
23.69883,20.97916,22.62266,1.003282
26.57269,20.52571,21.76127,1.002975
23.38083,21.17171,22.51639,1.001606
21.87751,21.48293,22.23052,1.003641
24.98125,21.30833,22.7925,1.003914
24.92771,21.79271,24.19587,1.003318
23.57896,22.0976,22.6053,1.002017
22.78047,21.83461,21.82757,1.002224
24.49777,21.26171,22.41061,1.002035
21.77993,20.78783,21.0131,1.003135
22.18437,21.20515,21.49839,1.00223
22.85992,21.96939,22.91419,1.003937
22.51225,21.33446,22.24905,1.003706
22.643,19.82462,21.24656,1.001734
22.6569,21.48247,22.31572,1.004079
22.48055,21.55625,22.27468,1.00169
22.80385,21.20852,21.86076,1.00426
22.73346,21.5222,22.19014,1.002641
23.07356,22.41014,22.36932,1.00205
24.01226,24.33062,22.77375,1.00189
22.91317,20.68712,22.07895,1.001486
22.19277,20.9231,21.89945,1.001966
21.83142,20.86469,21.75497,1.002459
23.63422,21.21848,22.9623,1.002203
23.75037,21.89633,22.53878,1.001774
22.16319,19.87392,20.9103,1.002208
23.16677,21.88508,23.04894,1.003525
22.77148,22.3784,22.49561,1.003608
25.40426,21.01992,22.33601,1.002782
24.71073,22.22016,22.96957,1.00335
22.69539,20.35649,21.34349,1.001397
23.8935,21.28034,22.20572,1.003223
23.15783,22.04594,22.33834,1.00425
22.77885,21.25215,21.77175,1.002948
22.7712,21.95325,22.1754,1.001666
22.72786,21.30582,22.45205,1.002922
22.93578,21.75746,22.09681,1.002799
22.72516,21.71862,21.724,1.004065
22.85839,21.41808,22.0237,1.002363
22.73154,21.32558,22.36575,1.003296
23.54738,20.91565,22.20171,1.003574
22.10259,19.93213,20.88206,1.002166
22.07854,19.92478,20.74924,1.001752
22.10133,22.09026,22.15037,1.001493
23.74215,21.62555,23.07212,1.003296
22.60039,20.65916,21.76057,1.003493
22.54249,21.00122,22.24413,1.003649
23.81325,20.83667,22.7251,1.004428
22.09343,21.755,21.50903,1.003652
21.78024,20.86122,21.0288,1.001707
23.00706,21.63881,22.33103,1.003173
24.45534,23.26787,22.6371,1.001386
22.95241,21.23373,21.80994,1.001496
22.83535,21.73202,22.10293,1.003269
22.51291,21.40698,21.95897,1.002646
23.47035,21.15057,22.35807,1.004421
24.37285,21.64975,23.4337,1.00205
22.77394,21.5124,22.13911,1.001529
23.7227,20.62702,22.27109,1.004371
22.95576,20.11238,21.52438,1.00396
23.66537,21.97921,23.09733,1.003857
24.48853,22.19148,23.11306,1.001423
24.83138,20.78992,22.18949,1.004257
22.76021,21.05631,21.94068,1.002412
25.18586,21.30765,22.55431,1.001472
22.47573,22.61004,21.8209,1.004139
24.47377,21.34048,23.66235,1.00434
22.32109,21.2103,21.90952,1.001685
22.35252,20.84491,21.85758,1.002636
21.05566,19.51859,20.1237,1.001357
24.50479,20.70928,22.44819,1.003337
23.87657,21.27974,22.61631,1.001551
23.41076,21.06984,23.09195,1.002772
22.30582,20.11358,21.20504,1.003824
22.24475,21.70596,21.95152,1.004994
22.86559,20.93452,22.28048,1.008474
23.15293,21.51279,21.43125,1.007713
23.97704,21.91297,23.67091,1.005424
22.84486,21.5165,22.16834,1.005057
22.33121,21.45358,21.57829,1.008017
23.647,20.60699,21.67345,1.00502
21.97071,21.75426,22.25502,1.005582
22.94123,21.93381,23.63725,1.005922
24.59941,23.15522,23.13397,1.009325
21.36768,20.48261,21.02369,1.007394
23.56847,21.81384,22.61619,1.00576
22.60302,20.66976,21.18422,1.009532
23.38897,20.91373,22.00966,1.007897
22.76784,20.96678,22.33675,1.007947
22.31864,21.5118,22.24634,1.00875
22.08923,21.25206,21.46601,1.007474
22.38177,21.33578,22.32003,1.005988
22.2964,21.61425,21.97292,1.005452
25.48328,22.41771,23.27972,1.008151
23.04632,21.57441,22.45279,1.008414
22.99402,22.60995,22.1914,1.004963
22.33768,20.90272,22.38556,1.004907
22.88362,21.69719,21.74521,1.00906
22.76819,21.51866,22.17153,1.009696
23.43315,21.21195,22.78654,1.009801
26.02072,20.94601,22.30941,1.008788
23.65014,22.3185,23.93229,1.006958
23.32357,22.25352,22.275,1.006998
22.91671,21.33914,22.39005,1.004551
23.19991,20.54004,21.62119,1.007618
23.25529,21.25026,22.73555,1.006213
23.07647,22.28179,22.3788,1.008563
21.34482,20.89382,22.04064,1.008278
22.84835,20.80224,21.00669,1.00857
23.39624,20.84435,22.33765,1.009952
23.40093,21.29542,22.02666,1.004929
21.95843,21.03073,21.52742,1.008931
25.88899,21.54627,22.5573,1.008733
22.97713,21.16324,21.96423,1.007819
22.60027,20.96863,22.64902,1.005171
22.98646,21.43577,22.28127,1.006324
23.23565,21.35178,22.33522,1.006212
24.05964,20.94666,22.75744,1.008905
23.03357,22.06171,22.32937,1.004809
22.99704,20.84885,22.07967,1.009719
24.32422,22.53057,23.09482,1.006336
22.2101,20.80429,21.86305,1.007325
24.78503,21.42728,22.01681,1.00565
22.52699,22.09292,22.56448,1.009848
22.46307,21.49281,22.34261,1.009441
22.58232,21.32925,22.13562,1.008332
23.45326,22.26758,22.94565,1.008414
23.35929,22.3561,22.4927,1.009779
22.69408,21.75974,22.04579,1.006992
22.87556,23.68275,22.63705,1.005561
23.48378,21.7211,22.2422,1.00457
23.24429,20.55521,21.22625,1.009912
23.43771,22.00325,22.67193,1.005738
22.89385,22.16902,22.13754,1.008464
22.59288,21.02096,22.29028,1.009581
22.31471,20.7587,21.31625,1.004531
24.18672,22.19818,23.42778,1.006278
22.50089,21.48605,21.8964,1.005461
22.90382,22.07028,22.52939,1.008042
23.581,22.37813,24.03414,1.005258
23.36137,21.3451,22.83072,1.008128
22.40444,22.11049,22.27442,1.005434
22.30717,21.07572,21.46355,1.006304
21.89712,20.64516,21.28499,1.005126
23.10683,21.29049,22.06412,1.007276
21.92789,20.35729,21.95988,1.008725
23.49178,22.33301,22.38238,1.005199
22.47982,22.04208,21.98061,1.00659
22.69924,21.82469,22.39199,1.008215
22.15414,20.91591,21.58415,1.005121
23.77806,21.93425,22.84643,1.007449
24.45442,21.27407,23.11164,1.008035
23.92217,21.93299,23.15223,1.007394
23.24813,21.35856,22.00124,1.009664
23.18864,21.99102,22.59214,1.00603
22.96887,21.61766,22.37936,1.008797
23.50209,21.30189,22.2981,1.005313
23.06117,22.05152,22.42558,1.00926
22.91955,21.64307,22.83918,1.007728
22.53745,21.20774,21.88533,1.007938
23.07639,21.76665,22.13125,1.007493
21.84293,20.45976,20.90493,1.005454
22.70136,21.34615,22.2892,1.004576
22.43132,21.75048,21.60828,1.00958
22.62042,21.75864,22.3464,1.009098
23.2299,23.22875,22.36337,1.006436
22.96638,22.19036,22.50244,1.005337
22.94994,22.27547,21.98705,1.006378
22.92585,21.46168,22.90759,1.004477
23.01,21.33068,22.39122,1.004907
22.7059,21.28081,22.11838,1.009122
22.88606,21.43772,22.9537,1.007626
24.81335,21.40046,22.74606,1.00596
22.44036,21.29167,21.42427,1.006155
22.4907,21.48645,22.38705,1.004816
23.71033,21.29157,22.32763,1.007004
23.51301,22.27988,22.49143,1.006311
22.58709,22.08585,22.36861,1.008749
22.20465,21.1237,21.52842,1.009627
23.00548,21.56882,21.96975,1.006554
22.5533,21.64202,22.4049,1.006127
22.6417,21.7274,21.93141,1.00449
22.40501,20.93939,21.22413,1.007958
22.71289,21.62915,22.10653,1.008099
21.91011,21.61271,22.34152,1.006813
22.85111,21.72999,22.85368,1.009506
22.31936,21.176,22.56934,1.008797
22.68756,21.87345,22.52322,1.006731
23.04142,22.19698,22.17557,1.004634
22.83077,21.8641,22.52829,1.009859
22.22086,21.13537,21.93915,1.008021
23.64794,21.48979,23.51433,1.005299
22.68619,20.55445,21.2349,1.005998
24.01543,22.13066,23.16769,1.009789
22.63363,21.6312,22.1505,1.007398
22.56625,21.90502,23.33676,1.004511
23.45914,21.56107,21.98396,1.00828
22.68114,21.57291,22.43689,1.009645
22.90024,21.66526,22.1931,1.005723
23.17075,21.86315,22.52781,1.006163
22.36885,21.17936,22.371,1.006177
23.41364,21.71704,22.44649,1.005088
22.28036,21.63991,21.79931,1.006713
22.52337,21.40606,21.67,1.007827
24.28715,21.15218,22.1449,1.00553
21.16234,19.82529,20.32917,1.004534
21.62442,21.24406,21.83112,1.009576
22.2411,21.26076,21.74257,1.0055
22.21854,20.98708,21.54001,1.008184
22.28141,20.89173,22.09048,1.009184
22.32854,21.18933,21.69523,1.007522
22.85213,20.33336,20.90301,1.004514
22.90619,22.15355,22.00931,1.007653
22.1882,21.21788,21.49629,1.008862
23.22536,22.66374,22.92657,1.005784
23.297,21.65948,22.31577,1.006107
23.24693,21.41264,21.78318,1.006921
21.83616,22.22339,23.80833,1.008621
26.40561,21.4281,22.61667,1.009962
22.70245,21.08625,21.8321,1.009537
22.25475,20.93064,21.64428,1.006639
22.29193,20.42171,21.28766,1.008187
22.44727,21.16166,22.36724,1.007651
22.84635,21.21212,23.09976,1.005678
24.30317,22.14531,23.56301,1.004755
22.76423,20.22873,21.25579,1.008
22.21213,20.55997,21.12579,1.004826
26.64246,21.16439,22.75053,1.0094
22.54316,21.95574,22.44555,1.00446
26.42497,20.21887,21.61452,1.005802
22.36147,20.52412,21.56281,1.007454
24.98709,21.55289,23.38432,1.007134
23.72898,20.75412,22.48104,1.007617
23.05543,21.20302,22.08058,1.004879
25.15632,21.72054,23.19406,1.006945
22.11508,21.08926,21.42857,1.004838
24.34952,21.0414,22.27202,1.009542
22.77227,21.77395,22.38084,1.004735
22.72557,21.11181,21.89468,1.009104
21.9565,20.75668,21.49137,1.006545
25.7367,20.64083,22.22612,1.006639
22.98091,20.38803,21.70625,1.006715
22.87817,21.15912,21.90738,1.007132
23.49464,22.21725,22.93501,1.009839
22.8092,22.20319,22.34514,1.008852
23.11504,20.8065,22.43788,1.009235
21.3688,20.01575,20.79031,1.005984
21.98455,21.17146,21.85754,1.008246
22.3889,21.05874,21.70973,1.006974
23.75494,20.72364,22.0235,1.006985
22.66939,21.62124,22.16595,1.009939
22.82113,21.70471,21.7878,1.009406
23.21307,21.94237,22.62059,1.007442
24.65668,21.43345,24.02058,1.009161
22.28156,21.05284,22.18242,1.005925
23.39973,21.03304,22.45874,1.004968
23.78741,22.23129,23.3629,1.006881
23.08429,21.87717,23.45386,1.007683
23.8332,20.52576,21.83538,1.009189
26.17945,20.62968,21.88151,1.007747
23.84805,21.13957,22.7501,1.007283
23.15115,21.23315,21.98385,1.006026
22.46315,21.28961,22.4326,1.007005
23.06837,21.63697,22.62477,1.005227
23.64101,21.38251,22.70668,1.005654
22.69489,21.16896,22.40299,1.009222
23.06071,21.87907,22.56346,1.005218
23.43223,21.76836,22.59231,1.006555
22.04548,20.60424,21.34862,1.007503
19.89029,19.1933,19.40501,1.007743
22.75682,21.78857,21.9927,1.009274
22.50742,21.80962,22.30544,1.006841
23.23629,21.74212,22.1405,1.004547
23.98343,21.87696,22.49182,1.00964
22.2946,20.92781,21.484,1.006063
22.23487,21.53097,22.01782,1.006915
22.67448,21.75544,22.8464,1.008988
22.71991,21.45611,22.48738,1.006533
22.30654,21.41669,22.41735,1.008842
22.5046,21.78552,23.05499,1.005148
22.11753,21.16768,22.43299,1.005098
23.01302,21.9439,22.6332,1.006383
23.39095,21.4843,22.28155,1.00905
22.95852,22.13627,22.99012,1.009835
22.62161,21.31823,21.90291,1.009794
22.18633,20.93233,21.53378,1.006192
22.32049,20.48551,20.80648,1.009163
22.24642,21.16558,21.43849,1.005862
22.23732,21.41155,21.93966,1.00542
22.5134,21.3912,22.38649,1.007603
21.9089,20.60435,21.4043,1.008972
25.35457,23.0552,24.45344,1.006769
23.13281,21.07314,21.81042,1.007845
22.88359,21.28018,21.57733,1.006416
22.74047,21.60723,22.54296,1.009462
22.18811,20.5268,21.75777,1.007175
23.23972,22.389,23.1221,1.008398
22.73716,22.58677,22.26243,1.009321
23.43246,21.65885,23.38947,1.006103
22.92223,21.50676,22.1975,1.006501
22.61455,20.90887,22.1737,1.007151
25.67944,21.34353,23.60304,1.007193
22.74649,21.25502,21.57062,1.009772
23.30454,21.73948,22.08438,1.00533
23.33115,21.81597,22.64347,1.006081
26.10167,20.90985,22.63488,1.006502
23.30695,21.01856,22.30508,1.006026
21.90426,21.61805,21.79232,1.008698
24.32386,20.9923,22.18837,1.007619
25.06012,20.99468,22.45052,1.005625
23.64665,21.32696,22.9561,1.00786
23.05852,20.67669,21.90491,1.009368
22.43389,20.68439,21.91232,1.007832
23.87094,20.82645,22.16217,1.009446
25.8603,21.3169,22.92431,1.004611
21.68202,20.90948,21.41771,1.007457
22.83158,21.10134,22.4413,1.007255
24.67933,20.99862,22.73727,1.005183
24.30018,21.383,22.38488,1.009375
23.2151,20.87386,22.03403,1.004622
25.34021,21.17204,23.21294,1.006855
26.22105,21.28287,22.81097,1.008357
22.75067,20.8832,22.13679,1.004967
23.31516,20.55772,21.16166,1.006498
23.85142,21.30829,22.50781,1.00923
21.35544,21.00346,21.12155,1.00928
22.06258,20.2834,20.74734,1.009759
20.39639,20.18038,19.70991,1.008097
23.36984,22.06584,22.61709,1.005251
23.26037,20.88481,22.46235,1.008615
22.41251,20.26979,21.58028,1.005817
23.97648,21.58458,23.00072,1.008588
22.87869,21.42368,22.50233,1.007768
24.84249,20.88065,22.14666,1.007493
22.19995,20.99808,21.66385,1.005201
22.78804,21.45082,21.73605,1.00718
24.57355,22.11558,24.16444,1.008303
23.25314,21.52712,23.14553,1.005124
22.20491,20.85291,21.52605,1.007841
22.60631,20.99105,21.91757,1.004591
23.40684,22.01483,22.40827,1.005297
23.71861,21.95988,23.01222,1.00876
22.69194,22.08512,22.29156,1.005092
24.31464,21.41531,23.01341,1.00751
22.65993,20.7368,21.83628,1.007176
23.19591,22.19437,21.91945,1.008152
22.90897,21.37209,22.80875,1.006695
22.12761,20.86698,21.96725,1.005633
22.63736,21.02286,21.86581,1.009054
22.63497,21.02599,22.85515,1.00868
21.77344,21.93898,21.96159,1.004912
24.94456,21.13871,22.70878,1.009141
24.16876,24.04893,22.12333,1.006874
23.44661,20.71372,21.84644,1.009477
21.34129,21.22242,21.38972,1.005099
24.43173,21.34491,22.53693,1.009976
23.01173,21.63898,23.26284,1.009083
24.16839,21.71201,23.03599,1.004454
23.71592,20.84684,21.85328,1.008947
22.12215,21.31561,22.52832,1.007796
23.6816,20.95451,22.75394,1.006035
23.80908,20.72518,22.30246,1.008802
23.33237,20.8826,21.9687,1.009168
22.13445,22.16262,21.94474,1.00945
26.80198,21.3453,23.00404,1.005254
23.77909,20.89101,21.90227,1.0094
22.91256,20.27533,21.59595,1.005327
22.33731,21.80792,22.07795,1.008175
22.73227,21.1469,22.12067,1.007542
23.35771,22.02083,22.27739,1.005574
22.90191,22.94405,22.82604,1.005155
23.07922,20.85631,21.94412,1.009331
