#Table1
g,i,r,z
25.93019,21.87224,23.10721,1.005725
21.64908,20.50418,21.74534,1.008354
24.05484,22.40291,23.36347,1.005478
23.74994,22.5476,22.86206,1.00585
23.66349,21.52634,23.03857,1.009029
21.52325,21.03284,21.17425,1.005635
23.84606,20.76931,22.01864,1.007501
22.86851,20.41135,21.72451,1.007954
24.63415,21.60149,23.48262,1.006536
22.7993,20.48413,21.59609,1.007423
22.77318,21.13248,22.11146,1.006648
24.18945,21.03277,22.20819,1.006114
22.73743,20.9006,22.47496,1.004662
24.41796,21.72219,23.15856,1.007065
24.84015,21.90519,23.3832,1.005292
21.94283,21.61903,21.58973,1.007347
24.00824,21.28525,22.43659,1.007953
22.71823,20.58502,21.61121,1.009692
22.97876,20.67169,22.33828,1.008719
24.60998,20.99098,22.3322,1.005408
28.07516,20.11641,21.3016,1.005622
22.635,21.99607,22.28231,1.006804
22.88875,21.90627,22.55363,1.00765
22.51576,21.54682,22.11095,1.005257
21.99992,21.75749,22.97385,1.004842
24.18888,21.58411,21.72895,1.004649
24.17189,22.13103,22.89181,1.006703
22.97965,22.13975,22.46235,1.009606
23.09659,21.97793,22.29141,1.005096
22.48919,21.27145,22.44078,1.007185
23.18289,20.84093,22.27125,1.007611
24.97378,20.4212,21.49353,1.009906
23.50867,21.60331,22.30347,1.005142
23.40133,21.96194,22.31135,1.005867
21.81297,20.65302,21.24268,1.008382
22.71394,21.96976,22.72078,1.008416
23.44445,21.55414,22.30367,1.006092
21.8052,21.17842,21.46686,1.007657
21.70606,20.6874,20.68637,1.007515
23.61987,21.4464,22.91841,1.00826
24.20463,21.08478,22.58537,1.007957
22.9481,22.82463,22.71558,1.00664
22.81224,21.47052,21.99519,1.0066
22.63338,21.52222,22.2499,1.005185
22.7987,21.18768,22.06447,1.006617
21.85742,20.67307,21.35823,1.007942
22.2396,20.83023,21.87432,1.009436
23.6191,22.35958,23.71423,1.005879
22.79855,21.71389,22.10003,1.006012
22.67616,21.99213,22.49289,1.005516
22.12951,20.5016,21.39767,1.004591
23.75884,21.12509,21.90108,1.008747
22.64467,21.20263,22.31476,1.004576
21.31171,26.18523,22.41495,1.008935
24.17049,22.42486,23.56837,1.008478
22.07833,20.78326,21.17447,1.008467
22.78717,21.37143,22.36255,1.006194
22.29614,21.41913,21.66179,1.008406
21.85162,20.26091,21.55306,1.005584
22.66422,22.615,22.03242,1.009869
22.69508,21.60663,21.79608,1.004714
23.0309,21.83692,22.89401,1.007525
22.26863,21.37836,21.65753,1.00602
24.68961,20.88223,22.05912,1.004704
22.83541,21.19571,22.53369,1.004851
23.59458,22.32382,22.51566,1.008429
23.56782,21.11659,22.24327,1.006624
23.24567,22.1566,22.77647,1.009223
22.6917,21.72855,22.61297,1.005702
23.35212,21.6956,22.33007,1.007909
22.70995,20.91598,21.85789,1.005972
22.78283,21.28952,22.19881,1.006369
22.00831,20.64879,21.43435,1.007221
22.89129,20.88213,22.05985,1.006316
22.92809,21.29244,21.76594,1.005982
22.70426,20.36329,21.19612,1.006161
22.72066,20.5568,21.43838,1.007128
25.29626,21.18791,23.17916,1.008203
24.83007,20.80783,21.95767,1.007373
22.75578,20.908,22.48252,1.007669
22.70542,21.36075,21.8313,1.004753
23.37291,21.58675,22.6459,1.009062
21.9323,20.78006,21.73029,1.005607
24.71721,21.61378,23.02653,1.009983
25.538,20.98546,22.6264,1.005095
24.63203,20.97353,22.19669,1.009141
21.87433,21.33637,21.48165,1.006323
22.24579,20.79239,21.23257,1.009503
23.37496,21.79606,22.16017,1.008922
23.01766,20.87948,22.4642,1.00874
23.91705,21.43425,22.58029,1.005769
22.60774,21.20365,22.54107,1.005476
22.16268,20.87061,24.00994,1.005542
22.43666,21.64952,22.27508,1.006635
24.08995,20.90515,22.01552,1.006761
22.56365,21.72345,22.10495,1.008083
22.68845,21.2247,21.63688,1.008463
22.06384,21.36057,21.77823,1.005583
23.33311,22.01769,22.79969,1.007885
22.8169,20.63152,21.81883,1.004713
21.95977,20.88752,21.6909,1.004645
23.14094,21.53991,22.93003,1.009462
23.06328,21.22651,22.21546,1.008249
22.43408,21.76845,21.98687,1.007295
22.51312,22.19445,21.97252,1.008864
23.41179,23.46059,22.5209,1.00983
22.13992,21.23057,22.21078,1.007335
22.9849,20.98326,21.83086,1.009769
22.17033,21.52903,21.57666,1.009655
23.24931,20.93843,22.02205,1.004565
22.50358,21.50334,22.27293,1.004593
23.55505,20.61454,21.98782,1.007238
22.88117,21.51684,22.32605,1.00694
23.18869,21.3017,22.52999,1.006319
22.37337,21.12962,22.00583,1.005376
23.23587,20.68147,22.04741,1.009729
22.26258,21.19449,21.58381,1.005723
21.93665,21.00498,21.2588,1.009644
22.544,21.46134,21.83299,1.00865
22.46095,21.27482,22.38921,1.005055
22.5493,21.85328,21.91768,1.006531
23.19579,20.44236,21.60996,1.008875
22.31477,21.33004,22.12976,1.005897
22.97906,20.1243,21.34822,1.008839
23.79928,21.65846,23.41469,1.008325
24.86924,22.70721,23.38428,1.008114
24.92297,21.40875,22.94968,1.007243
23.15261,20.64806,21.65754,1.006524
23.30183,20.46301,21.68816,1.008389
22.03352,20.40869,21.51299,1.005299
24.65855,20.91454,22.4637,1.005445
22.84169,20.98426,22.18699,1.006428
22.15887,20.30913,21.6076,1.007836
25.51513,20.68376,21.88017,1.007652
22.82069,20.98019,22.40234,1.00713
25.66247,21.09722,23.62819,1.004521
24.87638,20.90677,22.18504,1.007301
23.61636,21.17736,22.22459,1.009763
25.70563,20.71234,21.89658,1.009417
23.91516,21.23776,22.49208,1.00828
24.59523,20.64646,21.86232,1.007268
23.32354,21.33217,22.44141,1.008204
22.45264,21.05607,21.81664,1.004694
22.09323,20.99666,21.99279,1.005002
22.82999,22.0326,22.37613,1.009653
22.28469,21.37879,21.81495,1.0062
22.58128,21.27283,23.08688,1.00514
22.14297,21.10793,21.5162,1.009277
22.93932,20.81773,22.34449,1.006482
23.83611,20.10933,21.33412,1.009354
22.64939,20.7751,22.23919,1.006092
22.76735,21.69149,22.15269,1.006114
22.66781,21.23633,22.67906,1.009233
22.87765,22.08857,23.93615,1.005392
23.1255,21.10353,22.49448,1.005088
23.05797,22.29685,22.19116,1.008863
22.86652,21.43343,21.7474,1.005462
26.01606,21.85023,23.19057,1.00935
23.25055,21.60721,22.35253,1.007371
23.87076,20.9019,22.49457,1.00579
22.7298,20.16525,21.45972,1.005872
22.01169,21.76781,21.05234,1.005031
22.88358,21.1341,21.95969,1.0076
21.90419,21.1883,21.27501,1.008377
22.66538,21.9812,21.95622,1.007091
23.73277,20.62155,22.1156,1.008289
25.30148,21.82718,23.09917,1.007295
22.93522,21.78307,22.38052,1.006945
24.78169,21.03001,22.22145,1.007662
23.93071,20.88347,22.11637,1.00686
22.80123,21.8657,21.85444,1.006388
22.82563,20.76634,22.75679,1.009832
22.72237,21.43548,22.05324,1.007663
22.86056,22.0497,22.85651,1.005482
22.74944,20.82051,21.87433,1.008739
25.96478,21.99255,23.05998,1.00512
23.80406,20.66822,22.318,1.007705
23.45666,20.42126,21.80589,1.009629
23.65813,21.83095,22.49635,1.009519
22.53037,21.14602,21.94618,1.006224
23.30262,22.34598,22.59096,1.004037
22.8563,21.36625,21.9769,1.006027
22.35154,21.83118,21.92163,1.005981
22.88439,21.80212,22.33311,1.005724
22.6452,21.73026,22.49909,1.00569
21.97803,21.43225,22.06437,1.00323
23.83974,22.42705,23.51414,1.006194
23.11161,21.37973,21.96544,1.005335
22.29169,20.88734,21.36698,1.002998
23.29202,21.05161,22.1734,1.003538
22.59074,21.65457,22.26898,1.002614
22.30543,21.63627,22.06165,1.0062
21.74847,21.65182,21.84237,1.002696
22.54668,21.66038,22.38405,1.002627
22.66868,21.09576,21.67591,1.00524
22.1609,21.01052,21.50968,1.004309
23.01334,21.3245,22.09604,1.004783
23.00391,21.88239,22.36973,1.004455
21.43496,19.87087,20.90355,1.003019
22.60643,21.69242,21.9492,1.002781
22.14241,20.85625,21.75682,1.00387
23.77079,21.21683,22.74928,1.005688
23.42131,20.91854,21.96135,1.003204
22.78251,21.869,22.2626,1.003786
24.4489,22.26802,22.89748,1.00394
21.74249,21.55723,21.59406,1.002494
23.29305,22.2187,22.31595,1.002512
22.0823,21.3743,21.86371,1.002983
21.7734,20.92068,21.36279,1.003838
23.68374,20.402,21.52017,1.003119
24.24292,22.33038,24.19037,1.006067
22.3259,22.30442,21.88579,1.00307
22.78166,21.46357,22.0718,1.003051
23.04581,21.72717,22.24853,1.005225
22.41246,20.75875,21.38963,1.004284
23.48541,22.43127,23.32641,1.002735
23.05962,22.22327,22.40216,1.003622
22.34574,21.77411,21.99534,1.00512
22.51789,21.68628,21.91413,1.006221
22.66271,21.75899,22.39406,1.005931
21.75422,20.24589,21.69555,1.002874
22.64069,21.56691,22.24701,1.005572
21.91182,20.82809,21.38154,1.003882
24.08211,22.22617,23.00355,1.004637
22.68987,20.40587,21.54462,1.002589
24.60585,21.27711,22.32582,1.006003
23.00881,20.48715,22.0427,1.003683
21.84471,21.02786,21.51937,1.004957
22.46938,21.68987,21.88079,1.004913
22.75366,22.05181,22.01974,1.004812
22.06318,21.17649,22.03249,1.003665
21.86433,21.53471,21.95786,1.006075
22.97504,21.42177,22.21143,1.003559
22.38757,22.06859,22.18453,1.005401
22.97352,21.5584,22.3995,1.005439
23.02433,21.86044,22.01762,1.003193
22.61845,21.6247,22.15394,1.002951
22.52919,21.30507,21.87362,1.005155
22.42241,21.36771,21.70939,1.005235
22.15858,21.14407,21.82443,1.003966
22.70643,21.17801,21.82087,1.004834
22.45527,22.15237,22.50722,1.005402
22.33207,21.00914,21.84677,1.004767
22.34895,21.6135,21.88516,1.005458
22.82816,21.85341,21.75902,1.003132
22.57944,21.48015,21.8001,1.002537
22.01002,21.18179,21.84927,1.003621
22.84543,21.50238,22.15227,1.003982
22.57658,21.7039,22.06829,1.003392
22.26321,21.44391,21.88057,1.005585
23.42792,22.07409,22.6673,1.006073
22.77107,21.92085,22.16207,1.004549
23.77781,20.14507,21.68678,1.004793
21.9523,21.5095,22.54381,1.004316
23.52158,21.74825,23.04221,1.002992
22.57655,21.02059,21.63799,1.004296
23.28679,22.54893,22.51665,1.005518
21.59912,21.26081,21.45064,1.003472
22.08314,21.28846,21.90613,1.005796
22.63048,21.23618,22.1686,1.005261
23.42159,21.55981,22.92769,1.004979
22.96673,21.2339,22.07187,1.006186
22.77803,22.0479,22.48209,1.00571
22.49677,21.35299,21.74777,1.002808
22.8059,21.86106,22.37615,1.002964
22.68716,22.10105,22.13859,1.003492
21.96027,21.97209,22.08108,1.005658
23.6909,20.42655,21.44765,1.004667
23.6544,20.63763,22.25462,1.005934
22.47932,21.36038,21.7427,1.003698
22.37049,21.18746,21.9081,1.00489
22.34276,21.35356,21.85118,1.0055
24.22463,21.15287,22.49036,1.005553
23.60917,20.80467,22.18105,1.003392
22.8698,22.15006,22.48077,1.004534
23.46651,22.36936,22.46381,1.003008
23.23043,22.03178,22.62109,1.00503
22.89216,22.00987,22.64466,1.006005
22.75687,21.42461,21.69246,1.003033
23.61546,20.51786,21.88373,1.004322
22.39655,21.37903,21.95814,1.003452
21.2158,21.00389,21.11714,1.005684
22.41034,21.3363,21.66635,1.006168
22.96268,21.63082,22.02018,1.005658
23.44646,22.10319,22.75359,1.002963
22.81122,21.91288,22.44402,1.005405
22.69987,21.70282,22.15664,1.004398
22.31651,20.98536,21.45658,1.00421
22.09989,21.22601,21.61014,1.004605
22.44579,20.75273,21.42082,1.003811
22.59682,21.06336,21.96226,1.005924
22.61859,21.60703,22.15452,1.006154
21.97367,20.96659,21.41631,1.002926
22.07343,20.94285,21.48315,1.005584
22.03436,21.40023,21.47549,1.00283
23.19533,21.79208,22.12491,1.006078
22.57271,22.58001,22.71751,1.004117
23.53368,22.27877,24.61335,1.002671
22.54656,21.09409,21.7903,1.004538
22.94702,23.16749,22.75502,1.004079
22.81617,21.6587,22.1089,1.005363
22.91895,21.59646,22.08083,1.002911
23.78556,22.51232,22.936,1.003378
22.14646,21.57631,22.62052,1.002579
22.98395,22.06091,22.58412,1.004859
23.01464,20.50865,21.62538,1.003582
22.94995,21.40659,22.01098,1.003949
22.4656,21.34599,22.14669,1.002509
22.07941,21.11095,21.30812,1.005982
23.46996,21.88032,22.1448,1.002839
22.79163,22.33537,22.49975,1.005261
23.28051,22.6052,22.20798,1.005911
22.45201,21.31533,22.14955,1.003121
23.26024,21.81033,22.02031,1.004342
23.08829,21.87771,22.76794,1.006071
23.09268,22.2037,21.77983,1.004744
21.95332,20.83245,21.54915,1.005827
21.35229,20.81446,21.14505,1.002866
22.52336,21.65683,22.47597,1.004636
22.93594,21.35236,22.07051,1.005194
22.89937,21.58062,22.36784,1.005275
22.8344,21.38401,22.67673,1.003752
21.9928,21.03215,21.39199,1.003809
23.16568,22.391,22.94561,1.003513
23.03716,21.71682,22.96938,1.005263
22.75167,21.49379,22.23426,1.002558
23.48022,21.37224,22.57408,1.002795
22.21229,21.07729,21.87443,1.003564
22.88106,21.7116,22.68617,1.006105
22.82927,22.1713,22.65765,1.005237
21.8858,21.82148,21.92035,1.002935
23.32442,21.95138,22.79807,1.004434
23.35939,21.19734,21.82274,1.004248
22.72172,21.56305,21.94359,1.005698
22.82826,22.78534,22.30694,1.003854
22.20454,21.48177,21.28934,1.006106
22.21103,21.03743,21.70528,1.005117
22.60106,21.76383,22.61021,1.003662
22.98665,21.826,22.61255,1.003205
22.79073,21.66255,22.15479,1.004112
22.90145,22.28639,22.56349,1.006176
22.73578,21.31951,21.94709,1.004669
23.91511,21.73376,22.48651,1.00462
22.04644,20.91261,21.33595,1.005649
22.92219,21.62997,22.29829,1.005201
22.6891,21.60099,22.14652,1.004511
22.6413,22.25071,22.38277,1.002579
22.81989,22.33132,23.05065,1.004832
22.65563,21.51345,22.28649,1.005142
23.51045,20.98416,22.65123,1.005973
22.69175,22.4527,22.46714,1.004429
22.62165,21.7532,22.2244,1.003295
23.21623,20.81157,21.9519,1.00346
25.3058,19.95354,21.2061,1.003738
22.04557,20.42859,21.4506,1.003654
24.29386,21.01065,22.24249,1.00453
21.9106,21.45075,22.0201,1.003485
23.37206,20.88381,21.95904,1.005648
22.1464,20.2993,21.35398,1.003159
22.87248,20.58676,21.71339,1.00249
23.26593,21.14349,23.03364,1.005644
22.03265,21.12684,21.62279,1.003618
22.14183,20.68627,21.52546,1.00385
23.08958,20.53404,21.74672,1.00444
21.90763,21.27521,21.82956,1.005121
21.66162,20.99829,21.45717,1.00414
25.29227,20.82507,22.10173,1.004506
24.37116,21.04054,22.19321,1.002576
22.12715,21.48361,21.9368,1.005349
23.97709,21.50979,22.58586,1.003189
24.45811,20.86073,22.38809,1.005644
22.61581,20.56601,21.56604,1.005482
25.94855,21.30149,22.45189,1.005947
22.02365,20.41169,21.31735,1.003366
20.8063,20.52633,20.69887,1.004047
22.34208,22.02336,22.181,1.003837
22.25142,21.03747,22.2289,1.003198
22.31569,21.77957,22.239,1.00599
22.39961,21.8273,22.02565,1.003473
22.19535,21.64087,21.94237,1.0029
22.73759,20.75939,21.86532,1.002596
22.1788,21.67077,21.94055,1.0055
22.47549,21.66034,22.07933,1.005325
22.82467,22.7906,23.37008,1.005232
21.81777,20.28518,20.6627,1.004746
22.46082,21.84544,22.25782,1.004241
21.50559,21.35654,21.64708,1.004077
21.96695,21.25176,21.68552,1.005593
22.12605,21.3975,21.97634,1.00545
22.90781,21.8696,22.52753,1.003332
24.23601,21.10231,22.84089,1.003737
22.11646,21.6286,22.03466,1.004253
25.11586,20.65107,21.53647,1.005605
21.82722,21.25334,21.55037,1.003162
21.58239,21.23494,21.25638,1.004639
22.96189,20.62902,21.6822,1.002981
21.70097,21.27056,21.4907,1.003389
22.48914,21.13082,21.62594,1.002611
22.73814,21.73353,22.12221,1.005923
23.16574,22.0123,21.87187,1.004661
23.19385,21.41149,22.85802,1.00465
21.58357,20.8409,21.31146,1.004619
22.56969,21.79995,22.03589,1.00371
22.73719,21.48695,22.33657,1.00458
22.60975,21.51593,22.25152,1.006048
22.74555,22.02285,22.71682,1.004606
23.05028,21.87494,22.66406,1.00359
22.42561,21.47728,21.89938,1.003876
22.19224,21.25748,21.798,1.002856
21.69559,20.72641,21.39303,1.006105
21.72113,20.81552,21.32111,1.002669
22.48521,21.9757,22.47431,1.002627
23.00217,21.24966,22.4848,1.004526
22.37286,21.37354,21.85873,1.003756
22.51868,20.977,21.81827,1.004637
23.24458,21.0231,22.1445,1.003668
21.78316,21.09136,21.38795,1.004421
22.89002,21.74037,22.53395,1.004766
22.1535,22.18564,22.13845,1.003981
22.4434,21.46004,22.27582,1.004378
22.4801,20.67814,21.7952,1.004855
23.09265,21.34556,22.70974,1.002945
22.97922,20.58512,21.81181,1.002776
22.16612,20.70196,21.55187,1.004415
25.46873,21.48122,23.80951,1.005118
23.39404,21.10926,22.20701,1.005645
21.82655,21.40118,21.5118,1.004361
23.67953,21.51943,22.77429,1.004226
23.16003,21.07472,22.13696,1.006109
21.65285,21.38954,21.52551,1.005538
23.03141,21.25214,22.0302,1.002505
23.95022,21.07006,22.35269,1.004917
23.54212,22.24753,21.77731,1.002972
22.66857,21.98024,22.04611,1.003925
22.79852,21.89307,22.72523,1.002771
22.77273,21.91226,22.4779,1.003746
23.38103,22.4108,22.70989,1.002529
22.36179,21.55705,21.98616,1.00306
21.6361,20.81549,22.06912,1.004954
22.33002,20.63083,21.63306,1.003368
22.21792,21.15221,22.02149,1.004923
22.39363,21.4973,21.89183,1.003593
23.51171,21.86143,22.1283,1.004516
22.30962,22.17775,22.61149,1.00357
22.68236,22.05663,21.97638,1.004492
25.61805,20.64642,21.82353,1.004263
22.42268,21.67842,21.5676,1.003957
23.26187,21.53817,21.90666,1.003792
22.86148,21.54175,22.40876,1.005805
23.47956,22.14872,22.39563,1.003962
22.84669,21.49468,22.47884,1.002603
24.04221,23.33671,22.87285,1.002509
23.38905,21.51795,22.71608,1.005237
22.30815,21.1856,21.66645,1.005018
23.02443,21.81395,22.14597,1.005718
22.4201,20.85585,21.59122,1.004225
22.91973,21.51659,22.91167,1.003789
22.61505,21.61658,22.35036,1.005136
23.06463,22.02592,21.76382,1.005431
22.68163,21.61806,22.02997,1.00532
22.88597,22.53984,22.45556,1.005384
22.38361,21.13605,21.87278,1.003389
23.12834,21.6229,22.19641,1.003257
22.84702,21.82271,22.13988,1.004122
23.37228,22.02581,22.91257,1.003206
23.1317,22.78906,22.6747,1.003369
22.42786,21.58879,22.15164,1.004724
23.55309,21.95989,22.44618,1.003989
22.20612,21.27707,21.58917,1.005725
22.56454,21.99753,22.28952,1.005131
21.75911,20.91426,21.28054,1.006119
22.62032,21.62221,22.09656,1.004512
22.87006,21.82534,21.85668,1.002656
22.22215,21.16739,21.62713,1.004486
21.93064,20.80723,21.31828,1.005968
23.47261,21.64606,22.7298,1.003933
22.75139,21.99576,22.64728,1.004545
22.45272,21.39387,21.76546,1.005558
21.10346,20.47116,21.08942,1.004677
22.68054,21.69004,21.99925,1.005863
22.31087,21.20862,21.65112,1.004803
23.28459,21.16873,22.27443,1.003977
22.58345,21.96976,22.19256,1.006
23.20077,21.81393,22.3946,1.005736
22.67995,21.91464,21.83276,1.002711
22.73113,21.65961,22.45808,1.006034
22.88354,21.44674,23.11526,1.003336
22.85866,21.62504,22.04688,1.00382
22.78966,22.0331,22.37645,1.006206
22.58829,23.15166,22.39317,1.004239
22.793,22.04657,22.44893,1.004937
22.84031,21.71515,22.25211,1.004595
23.12624,21.87494,22.99029,1.005678
22.70647,22.00614,22.40136,1.003377
22.62646,21.18429,22.06663,1.002602
22.34254,21.05461,21.56006,1.00502
22.4711,22.01797,22.13319,1.003796
22.6537,21.36192,22.32982,1.003804
22.19518,21.60946,22.08508,1.004386
22.14529,21.21422,21.81948,1.003379
22.71334,22.13096,22.17088,1.004436
22.27944,21.95643,21.83286,1.003345
22.5372,22.23173,22.5771,1.002949
22.81007,21.86507,22.11134,1.003286
22.27657,21.19482,21.60673,1.005985
22.74983,22.14944,22.43752,1.002685
21.79517,20.9184,21.18105,1.004898
23.12685,22.02539,22.49079,1.004769
22.61168,21.58205,22.08489,1.003281
21.87151,20.36543,21.25959,1.004465
22.00544,21.10429,21.72092,1.003881
23.01083,22.38406,22.59168,1.005632
22.45109,20.81023,21.47016,1.00574
23.06219,22.16045,22.68632,1.005926
22.54304,21.34926,22.00226,1.00546
22.95897,23.30889,23.47351,1.005641
22.14717,21.17673,21.5423,1.004327
22.35015,21.5581,22.3408,1.004406
22.26674,21.08249,21.52334,1.005542
23.395,21.48881,22.1239,1.00536
22.73572,22.43872,22.43937,1.004816
23.41895,21.58033,22.80665,1.005857
22.79835,22.13676,22.53984,1.004788
21.6712,21.29238,21.58744,1.002658
23.26632,21.62479,22.27504,1.006221
22.70612,21.63718,22.5899,1.005933
22.1975,21.05693,21.6067,1.004002
22.23294,21.33453,21.95939,1.003669
22.49121,21.49569,21.84544,1.003056
22.59841,21.6356,22.7317,1.002677
22.76949,22.66451,22.16707,1.002615
22.60293,21.28556,22.17488,1.004985
22.73736,22.10227,21.95193,1.003552
23.17057,21.86413,22.86729,1.004417
25.37595,21.27852,22.51105,1.005873
24.0134,20.95535,22.71625,1.004362
22.25071,21.68109,22.06663,1.0054
23.78686,21.87313,22.60283,1.005814
23.23346,22.22873,22.53391,1.00416
23.16921,22.17079,22.41385,1.00421
23.27964,22.93483,22.65556,1.002671
23.06076,22.20803,22.63505,1.005381
22.52673,21.4979,22.07969,1.005813
22.52062,21.42017,22.13083,1.00483
22.32351,22.06972,22.39379,1.00302
23.02672,21.70468,22.28537,1.005581
22.55878,21.3351,22.26155,1.006215
22.48101,21.53762,21.86947,1.005239
22.62843,21.58215,22.09972,1.004545
22.39973,19.50098,22.41121,1.003562
22.92718,21.72516,22.66758,1.003125
23.32319,23.40506,22.63861,1.002554
22.96839,21.72847,22.1113,1.006069
21.93677,20.95799,21.36888,1.004703
22.80238,21.91635,22.12735,1.002592
22.94566,22.00816,22.65119,1.005088
22.78531,22.11986,22.20326,1.005099
22.46582,22.04499,22.42005,1.003879
22.56454,21.71091,22.23692,1.003139
22.72078,22.0196,22.25083,1.005745
22.97312,21.70399,22.06975,1.003626
22.81506,22.07386,23.05812,1.005671
22.40933,21.26281,21.89397,1.003322
22.14483,21.5615,21.72833,1.004009
22.64277,21.37579,21.94843,1.004784
24.67239,22.4966,23.98289,1.004615
23.20771,21.61951,22.39045,1.004642
22.5321,21.25887,21.78635,1.004291
22.62653,21.53796,22.07035,1.004953
23.12919,21.96595,22.40422,1.004136
23.28497,22.89639,23.4959,1.002694
22.54621,21.77714,21.62635,1.002586
22.34866,21.16904,21.71506,1.0058
25.30004,21.06628,22.72824,1.006031
22.55894,21.40853,22.12497,1.00358
23.07714,21.73169,22.4085,1.005388
22.79211,22.43657,22.17127,1.002524
22.28741,20.98915,21.80652,1.004518
22.88073,20.17973,21.37543,1.005776
22.33308,21.20224,21.67043,1.004305
22.69168,21.64214,22.48211,1.003645
23.22924,21.0283,22.28474,1.003155
22.44045,21.34205,21.69439,1.00332
22.60902,21.82691,22.12051,1.005674
22.36792,21.82662,21.88513,1.003186
22.64287,22.11869,22.77123,1.006021
21.77051,20.99272,21.38759,1.00522
22.53424,21.77866,22.35445,1.003886
22.42381,20.61202,21.66843,1.005787
22.35876,21.48562,22.12576,1.002628
24.2773,21.49287,21.84811,1.005097
22.37067,21.81926,22.16158,1.005124
22.08425,21.90359,21.78394,1.003291
23.80083,20.4818,21.88937,1.0034
23.26193,21.97067,22.59525,1.003684
21.89856,20.73474,21.3639,1.006043
22.14333,20.92709,21.46807,1.005901
22.5097,21.80219,22.45484,1.004606
23.03933,21.63089,22.63157,1.005496
23.2475,21.65858,22.30379,1.004527
22.72614,21.59425,21.94663,1.003269
22.88042,21.83291,22.05078,1.003445
22.63808,21.33839,21.92842,1.002827
22.55133,21.81214,22.10853,1.005
22.74641,21.88577,22.74912,1.005853
23.3004,22.033,23.08122,1.00365
20.52674,18.57746,19.71414,1.003563
21.93303,21.26793,22.29997,1.004923
23.26437,21.78118,22.46877,1.005505
21.71065,20.4326,21.22806,1.005189
22.84051,21.02668,21.90919,1.003675
22.79203,21.91567,22.14841,1.003658
22.59412,22.25074,22.80754,1.002544
23.07296,22.15037,22.86063,1.005157
23.04491,21.22377,21.53563,1.003082
22.24946,22.05442,22.57859,1.00527
22.71482,22.21095,22.72313,1.005009
22.06874,21.28163,21.44512,1.003364
22.88144,21.97383,22.52949,1.005025
22.91294,21.50546,22.31114,1.00527
22.5599,21.62646,21.70598,1.002679
22.84802,21.52275,22.24435,1.00279
22.70646,21.79956,22.50983,1.005861
22.94851,21.13892,21.88695,1.002707
22.33956,20.75169,22.0445,1.006122
23.68007,21.65003,22.28201,1.003855
23.52465,21.98511,22.01226,1.004444
21.83855,20.79243,20.87315,1.003693
23.56801,21.93217,22.94422,1.004713
22.48524,21.60409,22.66956,1.004913
23.17229,21.84828,22.66673,1.005151
22.63168,21.6583,22.52499,1.003156
23.15401,22.27419,22.10773,1.004385
22.24073,21.69408,21.9903,1.005068
22.47433,21.66057,21.83382,1.005236
22.6956,21.59611,21.91286,1.004566
23.63565,22.21237,23.04819,1.002539
22.38002,21.44787,21.90998,1.00467
22.47833,21.30711,21.81635,1.005363
22.20595,20.53505,22.03885,1.005738
23.55857,21.8651,22.29044,1.003747
22.06767,21.17406,21.55591,1.005293
21.90064,21.45834,21.69315,1.004423
22.91898,21.38702,22.231,1.005213
24.94385,20.91792,22.50884,1.006008
22.55976,21.41357,22.7692,1.004809
22.31888,22.18569,21.98437,1.005026
22.55268,21.73166,22.52618,1.005877
21.90741,20.80814,21.21655,1.005668
23.05103,22.59135,23.31892,1.004159
23.05281,21.78151,22.30071,1.003459
22.78055,23.42741,23.53627,1.003427
22.05563,20.35335,21.5252,1.004418
23.09621,22.86111,22.31636,1.00416
23.69103,22.25795,22.2774,1.002832
22.44958,21.55,21.96358,1.002932
22.33186,21.25906,22.45348,1.003399
22.23724,20.93851,22.14201,1.003718
22.79421,21.65441,21.6906,1.003054
22.44344,21.555,22.46952,1.005037
23.06977,21.75385,22.76635,1.003978
22.48745,21.57825,22.04021,1.00535
22.56243,21.86958,22.56341,1.005082
22.61784,22.18459,22.41864,1.004681
23.57126,21.7361,22.55634,1.003956
22.77364,20.96928,22.47534,1.002723
23.65771,20.93617,22.03522,1.003235
21.95056,21.35288,21.84819,1.005615
22.45657,21.63654,21.91093,1.003286
22.60601,21.33241,22.10372,1.003424
23.10465,22.07365,22.29646,1.005889
23.34982,21.7778,22.21653,1.005744
21.18922,20.18099,20.71366,1.003877
23.27876,22.29606,22.62588,1.003802
22.45827,21.64538,21.99549,1.002494
24.28044,21.4423,21.93214,1.004321
22.87469,23.00633,22.19997,1.005875
22.99193,21.52204,22.40725,1.002662
22.64246,21.84698,22.00172,1.005836
23.55081,21.77317,22.09377,1.005444
23.62471,20.77827,22.1883,1.002494
23.94708,21.38327,23.59179,1.003519
21.99084,21.00505,21.58572,1.004054
21.84217,21.49697,21.6979,1.004831
22.77456,22.21361,22.53117,1.00421
23.89487,21.0637,22.06017,1.004528
23.38009,20.56314,21.861,1.005703
23.1985,20.49985,22.04625,1.005152
22.56063,20.92364,22.00285,1.003925
23.35195,20.33634,22.36668,1.005409
26.7564,21.27593,23.53823,1.004213
24.64052,20.97265,21.91907,1.00434
22.43246,20.16814,21.10986,1.00444
23.19469,20.86984,22.06169,1.004896
21.6375,19.97655,21.47506,1.004993
23.19368,20.99739,22.06066,1.005525
23.55357,21.69287,22.2752,1.00564
23.00498,21.27929,22.92288,1.005856
23.20581,20.94232,22.29821,1.005682
22.41754,21.7083,22.19547,1.005113
