#Table1
g,i,r,z
18.34611,16.93178,17.41593,0.09199014
17.257,16.09125,16.52236,0.09224748
17.8294,16.3814,16.82829,0.09189112
17.65699,16.3224,16.73615,0.09191403
17.58587,16.12997,16.58693,0.09212323
18.71469,17.22903,17.7039,0.09173765
17.99233,16.4162,16.92023,0.09160528
18.28634,17.17032,17.57547,0.09154348
17.2537,16.11648,16.50514,0.09206914
18.15253,16.80826,17.24932,0.09161446
17.77523,16.34045,16.78227,0.09236304
18.42869,17.08652,17.51499,0.09234462
18.32437,16.92531,17.42766,0.0916838
19.36581,17.69421,18.30281,0.09139456
17.90973,16.59815,16.98731,0.09155984
18.17349,16.7436,17.23387,0.09191362
17.94795,16.89668,17.28232,0.09224512
17.68362,16.82387,17.1676,0.09148635
17.45032,16.35444,16.81022,0.0918759
18.45288,17.10561,17.56699,0.09243976
17.41549,16.23692,16.64405,0.09208374
18.07901,17.24298,17.54748,0.09180234
18.59974,17.42447,17.83289,0.09228515
18.51429,17.15424,17.57385,0.09226663
18.15288,17.10405,17.49644,0.09178229
17.90189,17.07874,17.41505,0.09228104
18.08761,16.57052,17.04711,0.0918945
18.14791,17.26722,17.60904,0.09199994
18.46066,17.2388,17.68163,0.09198612
17.73091,16.55181,17.00056,0.09224129
17.10283,15.66944,16.11351,0.09245243
18.3017,16.92355,17.33897,0.09197388
18.78374,17.43909,17.85905,0.09210099
18.4769,17.28291,17.67408,0.09180478
18.43851,17.19172,17.6358,0.09193444
18.89065,17.43709,17.88611,0.09219079
18.42818,17.4298,17.85387,0.0922008
18.71491,17.29049,17.73728,0.09190331
17.49772,16.25941,16.69283,0.09154068
18.45123,17.28382,17.70491,0.0914553
18.03304,17.1608,17.50774,0.09196714
18.3504,16.96969,17.39188,0.09192188
18.55965,17.17991,17.60107,0.09948748
18.64425,17.24644,17.6741,0.09964274
18.00611,17.06569,17.42959,0.09940224
18.68117,17.44731,17.85044,0.09932037
18.27309,17.23993,17.62878,0.0993734
18.35596,16.97196,17.40403,0.09951372
17.75876,16.3628,16.78569,0.09933237
18.62268,17.36325,17.73601,0.09954345
17.79452,16.54323,16.97357,0.09974329
17.16495,16.13463,16.52794,0.09951848
18.24618,17.38094,17.68518,0.09949287
17.23178,15.88725,16.31428,0.09956161
17.8994,16.9682,17.29984,0.09955796
18.34627,17.02662,17.43844,0.09966324
17.69695,16.96731,17.25966,0.09945653
18.13252,16.56555,17.12151,0.099379
18.16156,17.29877,17.63284,0.09961421
18.49422,16.88929,17.45337,0.09947854
16.94443,16.31308,16.58297,0.09943673
18.43547,17.18008,17.54017,0.099672
17.82458,16.41177,16.83811,0.09965171
18.33869,16.99183,17.40937,0.09950259
17.83189,16.39909,16.85847,0.09953831
17.06334,15.70743,16.11677,0.09955914
17.64565,16.70006,16.99466,0.09950208
18.21867,16.83361,17.24412,0.09949915
18.45748,17.12936,17.56599,0.0995995
17.19231,15.74802,16.25142,0.09954726
18.21746,16.80628,17.25022,0.09960607
18.64534,17.22812,17.64867,0.09941683
17.67055,16.21655,16.6553,0.09948608
19.08436,17.56278,18.16182,0.09961974
17.87133,16.79926,17.18349,0.09939615
18.50248,16.78008,17.36101,0.09962074
17.97133,16.8108,17.3273,0.09947794
17.57294,16.61176,17.00773,0.09934145
17.5331,16.55805,16.87833,0.09958645
17.56783,16.62691,16.97699,0.09947869
18.5828,17.27101,17.66927,0.09939475
17.74224,16.30678,16.75052,0.09969476
16.60898,15.09419,15.55641,0.0997438
18.11238,16.75785,17.19278,0.09942618
17.99046,16.89463,17.29587,0.09931549
18.24749,17.05669,17.44577,0.09965196
16.91358,15.66022,16.11092,0.09946389
18.62536,17.33799,17.80837,0.09931798
17.96534,16.55985,16.9803,0.09949883
18.61456,17.24021,17.64806,0.09949651
18.09298,16.5489,17.0476,0.09966186
16.65352,15.26285,15.70852,0.09973545
17.74291,16.61584,17.03267,0.09964015
17.41096,15.98675,16.41792,0.09949828
18.02094,17.17801,17.48901,0.09958695
17.62995,16.79488,17.11134,0.09943075
17.51347,16.12735,16.55292,0.09928645
18.3277,16.88745,17.30765,0.09943844
17.77938,16.30659,16.67966,0.09943244
18.60517,17.18296,17.60201,0.09969164
16.88044,15.44865,15.8793,0.0996642
17.75894,16.8337,17.18003,0.09940553
16.66825,15.27887,15.69207,0.09929483
17.19805,15.83961,16.24915,0.0997024
18.44595,16.96411,17.4793,0.09948216
18.46142,17.1308,17.59977,0.09940367
18.24956,16.7329,17.21617,0.09930878
18.16979,16.5522,17.08197,0.09967761
17.55621,16.17438,16.68936,0.09926876
16.76256,15.54391,15.93846,0.09956441
18.64681,17.09481,17.68056,0.09974331
18.2302,17.29022,17.6478,0.0995898
18.51574,17.1809,17.5679,0.09930847
18.37784,17.4875,17.83892,0.09965599
17.40956,16.5019,16.81825,0.09963004
17.8211,16.45503,16.88515,0.09972125
18.02613,17.38193,17.64916,0.09953052
18.40657,17.14324,17.52271,0.09960905
18.26358,17.61298,17.91688,0.09938158
18.62043,17.36368,17.74941,0.0994272
17.98982,16.88381,17.3062,0.09934113
18.20399,16.38713,16.96239,0.09943799
17.36223,15.91482,16.36002,0.09964498
17.72975,16.31133,16.80386,0.09973504
17.24988,15.81028,16.24634,0.09971853
18.13291,17.00431,17.43557,0.09939406
17.93217,16.50748,16.97592,0.09986795
20.19698,19.48656,19.65586,0.09956652
17.50031,16.04082,16.49599,0.09929028
18.50617,17.06067,17.70547,0.09941365
17.59191,16.11873,16.57077,0.09950985
17.78766,16.28367,16.78013,0.09972009
18.03753,16.50144,16.98689,0.09942414
18.40159,17.10559,17.49817,0.09969374
17.46903,15.75612,16.28687,0.09953424
17.81879,16.32981,16.8322,0.09937913
17.88912,16.93984,17.25527,0.09937871
18.7176,17.42131,17.82205,0.09945572
18.53168,17.37985,17.82366,0.0994684
18.21859,17.26186,17.62136,0.09944371
19.88781,18.97726,19.38106,0.09939799
19.42885,18.70313,19.00357,0.09962971
18.43689,17.42758,17.81355,0.09973487
18.1096,17.17213,17.52889,0.09958979
18.72814,17.3786,17.79805,0.09936117
18.10117,17.20458,17.52718,0.09968179
18.31396,17.44851,17.77398,0.09936947
16.69822,15.16467,15.64054,0.09954715
18.35352,17.11567,17.53829,0.0993764
17.56139,15.93079,16.45397,0.09937387
18.47693,17.24535,17.7255,0.0996183
18.54024,17.56617,17.94542,0.09962324
18.63268,17.16836,17.62508,0.09956791
18.3091,17.45809,17.79352,0.09972382
17.88866,16.22753,16.77319,0.09940007
17.74801,17.05026,17.34649,0.0993858
17.70524,16.15061,16.6827,0.09940524
18.5003,17.02295,17.47708,0.09964237
18.35966,17.35035,17.73589,0.09972258
18.21388,16.86271,17.24621,0.09961834
18.02981,16.43974,16.98011,0.09950053
17.91394,16.66755,17.11829,0.09998843
18.35984,17.0975,17.56735,0.09964869
16.24014,14.794,15.2267,0.09948772
18.46481,17.07449,17.58001,0.09939022
17.99483,16.92153,17.2928,0.09969949
18.13787,16.97842,17.38166,0.09956297
18.36074,16.99568,17.48108,0.09955373
18.41155,17.00675,17.44986,0.09962267
17.72375,16.99451,17.33894,0.09966286
17.71567,16.88823,17.19931,0.09930723
18.38821,17.28173,17.67654,0.09965602
17.76689,16.80975,17.20086,0.09945022
18.64127,17.10997,17.70783,0.09936462
18.45553,17.21108,17.61324,0.09962322
18.37141,17.24087,17.62399,0.09956274
16.73652,15.42593,15.86963,0.09952901
16.86457,15.8006,16.16961,0.09947931
18.16262,16.4394,16.99432,0.09951285
18.11705,16.26942,16.90843,0.09972341
17.29347,15.91839,16.33019,0.09981591
18.66637,17.33857,17.76318,0.09956088
17.74088,16.24822,16.71199,0.09928892
18.58871,17.32554,17.75293,0.09959916
16.56235,15.15866,15.57822,0.09927869
18.95929,17.55494,17.97264,0.09951439
18.6809,17.31795,17.75555,0.09934343
19.05428,17.80286,18.15099,0.09965768
17.61172,16.65565,16.847,0.09937569
17.66513,16.32735,16.72582,0.09964984
17.07788,15.62748,16.05072,0.09942921
18.36692,16.84254,17.31904,0.09962581
18.66586,17.24799,17.67625,0.09932724
18.35967,17.23858,17.61975,0.09930995
18.02787,17.23728,17.55287,0.09960031
17.49591,16.17191,16.58234,0.09928636
16.44065,15.40974,15.7778,0.09942281
18.16243,16.6978,17.17795,0.09999824
17.8558,16.71126,17.09477,0.09933481
17.57784,16.34632,16.74392,0.09935649
18.83626,17.39022,17.82927,0.09958257
18.35688,17.01101,17.45888,0.09937612
17.20534,15.87044,16.31262,0.0997187
17.42838,16.00777,16.46583,0.09955397
17.9458,16.51702,16.97589,0.09927499
17.9074,16.53908,16.98689,0.09931714
18.07955,17.10297,17.47665,0.09944448
17.06869,16.31608,16.67225,0.09933555
18.04678,16.6114,17.05187,0.09960643
19.55993,17.4226,18.03791,0.09943003
18.06362,16.63648,17.15087,0.09950408
18.00423,16.81018,17.22906,0.09967764
17.83668,17.27432,17.56066,0.09959497
17.8231,16.54624,17.01514,0.0994698
18.17724,16.82478,17.25422,0.09961617
17.91262,17.29571,17.54764,0.09937599
18.23237,16.92786,17.33083,0.09931953
18.24041,17.23118,17.61571,0.09970918
18.04299,16.60647,17.09715,0.09932424
18.61353,17.29205,17.67669,0.09946843
17.92477,16.78535,17.1513,0.09950004
16.92073,15.64927,16.06937,0.0997095
17.97073,16.77109,17.19448,0.09972151
17.4185,16.24691,16.67404,0.09968216
17.47349,16.52144,16.92558,0.09956735
17.89844,16.51504,16.9182,0.09926935
18.52222,17.21184,17.57608,0.0997238
17.50242,16.20677,16.59567,0.09945562
18.26421,16.9532,17.36098,0.09974085
18.1059,16.75142,17.16098,0.09963854
17.93207,17.05311,17.37911,0.09955645
18.04139,17.24788,17.56037,0.09961027
18.13601,16.66469,17.16301,0.09927215
18.80404,18.07656,18.40491,0.09937793
18.17905,17.25217,17.58257,0.0994482
16.98865,15.60405,16.00729,0.09944053
18.05055,17.05927,17.45239,0.09965806
18.3237,17.33741,17.77,0.09975936
17.06431,15.72935,16.19612,0.09965905
17.0535,15.49192,15.94604,0.09954787
17.65539,16.27625,16.69317,0.09975906
17.77152,16.35557,16.78576,0.0997835
17.96982,16.98074,17.33557,0.0992781
18.01055,17.36449,17.61981,0.09940102
17.55921,16.34237,16.78574,0.09956063
18.77913,17.41645,17.82656,0.09948012
17.92184,16.93539,17.32203,0.09318767
18.15523,16.91862,17.27772,0.09299301
17.86555,16.58561,17.06652,0.09300483
18.11128,16.91874,17.3496,0.09279109
15.96184,14.76108,15.1772,0.0929974
18.45638,17.19286,17.57313,0.0928439
17.20554,16.04329,16.44851,0.0929
18.14458,16.9612,17.39338,0.09297585
18.64656,17.22662,17.67178,0.0928449
17.95443,16.66319,17.04181,0.09282065
17.29186,16.29781,16.66006,0.09304392
17.99751,16.63112,17.06564,0.09303821
17.53378,16.42509,16.83453,0.09312549
18.30594,17.41458,17.73973,0.09300861
17.72845,16.35365,16.78347,0.09274556
18.68192,17.23681,17.76254,0.09297937
18.41962,17.11196,17.49838,0.09291818
17.97873,16.53179,17.05477,0.09297503
16.47373,15.10842,15.52151,0.09305785
18.22244,16.90262,17.30321,0.09320545
18.58839,17.38613,17.8005,0.09285308
18.36002,17.16931,17.58815,0.09300097
17.05316,16.07869,16.48086,0.09291583
18.01778,16.7957,17.17142,0.09311537
17.49837,16.20521,16.62018,0.09292331
19.13133,18.44711,18.76763,0.09298795
17.15821,16.08901,16.47023,0.09296817
17.31768,16.15438,16.56424,0.0930028
17.5855,16.46088,16.81966,0.09302011
18.16205,17.27109,17.6671,0.09280177
17.83748,16.43501,16.86476,0.09298564
18.12647,16.68299,17.13235,0.0931066
18.40778,17.15548,17.54148,0.09314233
18.3099,17.09838,17.50294,0.09316
17.32786,15.79564,16.27309,0.09306779
17.94436,16.61267,17.00905,0.09303617
17.72029,16.47731,16.89466,0.0929124
17.69748,16.79446,17.11719,0.09295554
18.28856,17.17159,17.56423,0.0930051
17.93957,16.56881,16.99289,0.09289997
17.3778,15.87663,16.36934,0.09283235
20.4161,16.04353,16.46631,0.09316473
16.20821,14.77027,15.20654,0.09305999
17.45544,16.26485,16.70247,0.09300882
18.34748,17.04753,17.45402,0.09305833
17.76398,16.60998,17.0416,0.09288805
18.57865,17.18907,17.60748,0.09297569
17.93107,16.798,17.24537,0.09296206
18.15992,16.79001,17.21429,0.09302374
17.86617,16.66358,17.0266,0.0927499
16.87703,15.7886,16.19429,0.09276639
18.44473,17.51838,17.8498,0.0928194
18.3688,16.99308,17.41343,0.09283475
18.5195,17.22929,17.68308,0.09304079
18.53677,17.34346,17.84213,0.09289007
17.79537,16.64226,17.03705,0.09298358
17.66149,16.77423,17.32498,0.09306269
17.81276,16.41877,16.84743,0.09292012
19.08708,17.74441,18.17577,0.09285326
17.28369,15.92609,16.38155,0.09315021
18.24276,16.89406,17.31288,0.09313148
17.91373,16.64459,17.05613,0.09301639
18.48324,17.15856,17.63886,0.09284761
18.68647,17.28161,17.7166,0.09290625
18.40529,17.04149,17.48776,0.09319374
17.82833,16.61374,17.0659,0.09292714
16.69752,15.54196,15.95818,0.09293173
17.45345,16.45176,16.81014,0.09303094
18.00763,16.63744,17.044,0.09308708
17.67538,16.28381,16.71233,0.0930882
17.227,16.04272,16.45587,0.0929376
17.79531,16.34547,16.85721,0.09315604
18.38262,17.27698,17.7016,0.09276465
17.2305,15.92105,16.38301,0.09279273
18.45509,17.06596,17.50424,0.09289686
17.29435,15.98188,16.39398,0.09283162
18.16376,16.93359,17.28868,0.0929793
17.70394,16.66183,17.037,0.09284773
17.90109,16.5323,16.96192,0.09295516
17.46768,16.20697,16.60745,0.09302428
17.16622,15.84647,16.26614,0.09314903
17.36337,16.39324,16.74864,0.09301747
17.94021,16.53586,16.95991,0.09283655
17.2242,15.84716,16.31035,0.09281708
17.71167,16.29126,16.75095,0.09281754
17.59422,16.23882,16.64551,0.09312705
18.0981,16.88915,17.2459,0.09289201
17.17995,16.28393,16.60041,0.09307035
17.58027,16.18024,16.60941,0.09315726
17.98811,16.74103,17.13261,0.09275396
17.79652,16.32032,16.78903,0.09276818
18.30048,17.50497,17.8036,0.0927394
18.35538,17.61308,17.92898,0.09317227
16.86623,15.73297,16.15466,0.0931223
18.08593,17.21103,17.58565,0.09283819
17.23153,15.8138,16.25536,0.09289685
18.17202,17.16101,17.54543,0.09278275
18.41058,16.93134,17.37392,0.09296747
18.11963,16.67083,17.13425,0.0931216
18.57472,17.22634,17.69931,0.09325591
18.6966,17.18186,17.64713,0.09275704
17.80063,16.4123,16.85996,0.09296489
17.79375,16.78859,17.19253,0.09325322
18.32691,17.33044,17.68224,0.09298266
18.4928,17.09533,17.56129,0.09310323
18.32392,17.03339,17.42982,0.09316875
18.15279,16.87844,17.32725,0.09303503
18.01966,17.00905,17.41461,0.09275324
18.07438,16.68512,17.09987,0.09319771
16.92301,15.49787,15.93863,0.09277608
18.5178,17.43226,17.85371,0.09285747
18.73526,17.37801,17.83239,0.09302811
18.52313,17.01329,17.4999,0.09355219
17.45468,16.07632,16.51454,0.09309552
18.51034,17.28509,17.72534,0.09320597
17.82744,16.51685,16.94823,0.09309164
17.23669,15.8185,16.26726,0.09318501
17.6601,16.23915,16.68334,0.09276517
18.3023,17.06521,17.46075,0.09306759
16.9802,15.53923,15.97385,0.09316391
18.52738,17.38835,17.78736,0.09284996
16.15041,14.57196,15.07285,0.09376729
17.88634,16.48931,16.92025,0.09312653
18.15056,17.64262,17.9802,0.09274301
17.34932,16.07454,16.51756,0.09290814
17.97783,17.03789,17.39338,0.09317081
18.08582,17.12907,17.47705,0.09313524
18.4805,17.03128,17.5054,0.09369569
18.42941,17.39771,17.78167,0.09280424
18.15596,16.68867,17.14902,0.09276035
17.84994,16.40651,16.86111,0.09317646
18.09941,16.67399,17.11661,0.09315453
18.74853,17.37496,17.78936,0.09319469
18.17686,16.96667,17.39404,0.09290044
18.27673,17.32049,17.68305,0.09283404
16.92987,15.49358,15.92687,0.09277859
18.04779,16.75361,17.18427,0.09276978
18.13722,17.54233,17.81054,0.09284893
18.3759,17.45194,17.82116,0.09308826
17.28602,16.3688,16.82455,0.0931669
18.53193,17.08691,17.55239,0.09320949
17.92207,16.834,17.21581,0.09312617
17.17096,16.2167,16.59588,0.09298108
18.03941,16.93259,17.33534,0.09294147
18.29643,16.83461,17.31199,0.0927479
18.25516,17.49732,17.7815,0.09311999
18.40124,17.41849,17.76979,0.09293444
18.35357,16.94052,17.39012,0.09305388
18.39264,17.0888,17.48114,0.09351148
18.54841,17.16635,17.57687,0.09293075
18.09919,17.14858,17.48663,0.09303229
18.606,17.09698,17.59167,0.09293436
17.7575,16.31564,16.76031,0.09320337
17.74565,16.33108,16.8115,0.09277324
17.78407,16.35165,16.77957,0.09294581
17.08405,16.12053,16.47112,0.09316421
17.86228,16.69486,17.11545,0.0929044
18.29445,17.39716,17.72109,0.0927608
17.47016,16.17688,16.60691,0.09309129
18.39766,17.46049,17.79442,0.09300046
18.64633,17.14853,17.69501,0.0928307
17.8325,16.44884,16.87235,0.09318503
18.06969,17.11439,17.47321,0.09288742
17.91347,16.28374,16.81705,0.09370408
17.95154,16.52914,16.94833,0.09296836
17.77433,16.49582,16.86214,0.092903
17.91969,16.501,16.9268,0.09292898
17.79233,16.44478,16.83438,0.09278373
18.07215,17.11524,17.46953,0.09281784
17.57901,16.15122,16.58715,0.09278782
18.60966,17.1382,17.63732,0.09286559
16.40145,15.05262,15.46285,0.09290091
17.98872,16.53621,16.98357,0.09374122
18.19073,16.93889,17.28842,0.09348449
16.74346,15.51755,15.90378,0.09283316
17.63771,16.15497,16.60966,0.0928105
18.20633,17.14703,17.50006,0.09320771
18.37106,17.15752,17.52482,0.09310834
17.83773,16.61791,17.04673,0.09276605
17.46017,16.1057,16.51566,0.09282852
18.6907,18.00765,18.33171,0.09286489
17.24129,15.93354,16.33063,0.09305958
18.31184,16.92575,17.33479,0.09317395
17.28809,15.87369,16.31578,0.093575
17.42821,16.17697,16.57702,0.09294297
18.44777,17.38085,17.76669,0.09311788
17.4482,16.0668,16.51158,0.09309172
17.52204,16.48276,16.91923,0.09312033
17.2656,15.81983,16.27102,0.09274685
17.74648,16.72276,17.0816,0.09302843
17.56272,16.2453,16.65818,0.09306693
18.27611,16.90097,17.31014,0.09284064
18.30495,17.05596,17.42508,0.09291711
17.6114,16.5612,16.89813,0.09277938
17.19986,15.81425,16.25421,0.09276631
19.44397,18.94063,19.29888,0.09305999
18.52765,17.63417,17.94758,0.09311013
18.46495,17.11017,17.51393,0.09376051
17.20682,15.89667,16.35729,0.09333181
17.81004,16.36792,16.8152,0.09316755
16.72254,15.42387,15.81453,0.0928372
18.29299,16.78266,17.26526,0.09313807
17.24063,15.89959,16.28888,0.09309644
17.99961,16.96662,17.34135,0.09304491
17.44582,16.0245,16.46426,0.0978969
17.90405,16.3908,16.8862,0.09806147
16.57442,15.18694,15.63286,0.09833651
18.37166,16.95107,17.39677,0.09811234
18.61939,17.01401,17.53935,0.09787176
17.60944,16.32124,16.71342,0.09815294
17.6649,16.63512,17.0043,0.09813809
17.70481,16.69563,17.04159,0.09823151
18.37483,17.17848,17.55351,0.09809665
18.51893,17.24256,17.63742,0.09805822
17.29918,15.97565,16.3932,0.09834493
17.47088,16.42309,16.81772,0.09834231
18.5241,17.25002,17.6175,0.0980334
18.14775,17.57309,17.81952,0.09787567
16.77074,15.36869,15.79085,0.09814914
18.32915,17.30291,17.69283,0.09838019
18.03506,16.89052,17.31536,0.09800652
18.59724,17.21768,17.72468,0.09792523
18.28003,17.39881,17.71737,0.09795292
18.61278,17.01035,17.5413,0.09792166
16.80999,15.47007,15.90636,0.09794979
17.1454,16.16363,16.52948,0.09810387
17.59656,16.29449,16.68899,0.09808177
17.25733,15.9259,16.32224,0.09804825
17.11902,16.22659,16.57916,0.09792759
17.45287,16.14748,16.54022,0.09799379
18.47594,17.40734,17.78132,0.0982013
17.50975,16.0683,16.51783,0.09807573
17.70431,16.29871,16.7484,0.09832737
18.16157,16.74301,17.16973,0.09824274
17.39383,16.42471,16.7718,0.09787282
18.25233,17.53439,17.83757,0.09800605
18.72387,17.33277,17.74615,0.09790786
17.68636,16.30826,16.75908,0.09832752
17.40783,16.08817,16.53287,0.09808303
18.3304,17.07321,17.4676,0.09815688
17.34966,15.94298,16.36728,0.09795738
18.42892,17.25856,17.66955,0.09797025
18.85287,17.36613,17.82836,0.09793572
18.03687,17.11484,17.44959,0.09828126
18.41498,17.41752,17.76022,0.09806236
18.08582,16.9595,17.33603,0.09804378
18.25151,17.35532,17.64921,0.09834094
17.94419,16.57893,17.00196,0.09804569
18.24484,17.19014,17.54808,0.09821184
18.02415,16.64886,17.05438,0.09828049
17.68554,16.59973,16.98389,0.09837437
17.96757,16.85127,17.27555,0.09814847
17.16899,15.90349,16.31922,0.09809007
18.00737,17.41479,17.6506,0.09790672
18.09786,17.57007,17.89204,0.09801993
18.35679,16.96637,17.4009,0.09814257
17.90748,16.60373,16.99721,0.09813916
17.47603,16.30616,16.67885,0.09832729
18.01606,16.67992,17.07205,0.09814037
18.13008,16.79128,17.2024,0.09816802
17.48602,16.00163,16.46345,0.09814629
17.57164,16.43414,16.84727,0.09798147
17.911,16.71077,17.233,0.09831303
18.1363,16.73966,17.14779,0.09801652
18.33678,17.0647,17.44839,0.09807137
16.58376,15.13535,15.6147,0.09788191
18.57427,17.4113,17.84125,0.09817298
18.07643,16.68253,17.11664,0.0979033
18.36831,17.14896,17.58351,0.09802634
17.19073,15.97959,16.41694,0.09835041
17.56582,16.44637,16.84986,0.09819378
18.64081,17.36598,17.74322,0.09798566
17.72823,16.32122,16.78016,0.09793751
17.99187,16.78384,17.16697,0.09809222
18.09569,16.60783,17.04941,0.09831593
17.11063,15.74554,16.21569,0.09818946
17.86478,16.70461,17.14131,0.09804945
18.50027,17.288,17.72602,0.09820747
18.17832,16.67473,17.2002,0.09803785
20.89063,20.16714,20.88889,0.09822087
17.39992,16.90418,17.19114,0.09820174
18.05677,17.32099,17.61964,0.09797502
17.5832,16.47465,16.91119,0.09793416
17.19109,15.90655,16.31837,0.09804744
18.23971,17.28322,17.6621,0.09807471
16.39822,15.02017,15.43501,0.09793064
17.91849,16.81091,17.19089,0.09788855
17.66016,16.72576,17.08915,0.09812344
18.59887,17.25367,17.66447,0.09826121
17.75544,16.67984,17.09461,0.09833161
16.81973,16.13866,16.40426,0.09835654
17.97814,16.75951,17.17345,0.0980069
17.83284,16.92853,17.27738,0.09831037
18.43164,17.05175,17.46434,0.09830926
17.79488,16.60203,17.01231,0.09834059
17.41134,16.02708,16.45155,0.09789718
18.21045,17.25688,17.61922,0.09838758
17.96855,17.21707,17.49327,0.09830241
18.64121,17.30249,17.72565,0.09827359
18.4032,17.34271,17.74411,0.0978848
18.7561,17.40353,17.79679,0.09801158
18.26629,16.86182,17.31553,0.0980929
17.74717,16.3247,16.75232,0.09836182
17.46424,16.21289,16.63948,0.09825153
18.35017,17.31359,17.69044,0.09867069
18.68056,17.27035,17.78093,0.09799228
18.38394,17.39461,17.76992,0.09834562
17.24939,15.81945,16.2898,0.09822238
17.35375,15.90435,16.34996,0.09811454
17.69934,16.78941,17.13946,0.09825675
18.73622,17.36226,17.76723,0.09787793
18.20515,16.8313,17.23819,0.09840453
17.45073,16.06293,16.51233,0.09827142
17.69362,16.30935,16.72261,0.09858389
17.63429,16.30758,16.77469,0.098087
17.60953,16.82388,17.13106,0.09841955
18.01064,16.61679,17.11152,0.09807352
17.55738,16.13714,16.56174,0.09794282
18.53737,17.18897,17.60521,0.09811481
18.39295,17.30257,17.72915,0.09837531
18.22033,17.58995,17.88967,0.09899052
18.33836,17.10905,17.51317,0.09789199
18.38296,17.06606,17.5006,0.09818251
18.23852,16.9044,17.32598,0.0980507
17.27204,16.01039,16.41554,0.09810811
18.66092,18.21556,18.63767,0.0979753
17.67512,16.51353,16.92037,0.09788856
17.64674,16.4404,16.83816,0.0982813
18.02069,17.27681,17.593,0.09801473
18.51603,16.97018,17.53977,0.09812373
18.22316,16.80578,17.25409,0.09825616
18.39863,17.30331,17.66213,0.09810213
17.75319,17.13047,17.42058,0.09843442
18.53905,17.2277,17.67266,0.09818359
18.24348,17.00815,17.46003,0.09833243
18.09329,17.02393,17.40561,0.09830353
18.26427,17.44042,17.69493,0.09837118
18.77321,17.31514,17.83191,0.098637
17.93001,16.69619,17.10841,0.09840299
18.35674,16.97805,17.38809,0.09839302
18.02746,16.8202,17.21088,0.09794456
17.98973,17.3077,17.59524,0.09793128
18.11466,16.75842,17.16006,0.09813732
17.92225,16.74323,17.13092,0.09815013
18.25477,17.41082,17.74563,0.09793446
18.37041,16.98256,17.40731,0.09817141
18.3078,17.03749,17.46865,0.09797066
17.76972,16.36669,16.82191,0.09799905
17.84099,16.61927,16.99205,0.09810641
17.44385,15.77355,16.22564,0.09813046
17.80992,16.74531,17.1415,0.09825508
18.35149,16.99859,17.42095,0.09812163
17.97983,16.70792,17.13862,0.09818593
17.68232,17.01795,17.34807,0.09817084
16.75473,15.32934,15.75333,0.09789641
17.94337,16.57805,17.04198,0.09834991
18.43104,16.84705,17.38644,0.09819379
18.55492,17.4371,17.83103,0.09801361
18.08625,16.86009,17.28556,0.09804248
18.02508,16.40791,16.92779,0.09838881
17.48865,16.09201,16.50037,0.09810641
18.10255,17.0259,17.41504,0.09894927
18.19981,17.37038,17.66241,0.09807058
18.24883,17.17254,17.55689,0.09820784
17.32053,15.92118,16.33953,0.09823515
18.4171,16.93358,17.41839,0.09825817
18.41804,17.41291,17.79992,0.09815552
18.03141,16.78099,17.17352,0.09812863
18.07237,17.26396,17.58524,0.09826054
17.4933,16.47471,16.8815,0.09799997
17.53527,16.5677,16.90942,0.09816629
17.94794,17.00593,17.34346,0.0981973
16.79355,15.60043,16.00014,0.09876832
17.46173,16.09559,16.52495,0.09826992
17.5137,16.17439,16.57344,0.09800792
18.18649,16.82487,17.23709,0.09816476
18.40096,16.89558,17.37649,0.09797919
17.85954,16.6248,17.03444,0.09794317
18.14102,16.73215,17.20232,0.09836739
17.73405,16.31133,16.73903,0.09818289
19.30713,17.96429,18.34508,0.09839135
17.52312,16.77253,17.0954,0.09793664
18.18702,16.90053,17.29821,0.09827925
17.65606,16.64267,17.0061,0.0982855
18.16532,16.84331,17.23557,0.09831806
16.64396,15.24535,15.70383,0.09894329
18.04819,16.81422,17.24762,0.09812031
18.10386,17.10873,17.43233,0.09814473
16.72129,15.49367,15.90497,0.09835824
18.34956,16.94638,17.3818,0.09811293
17.41571,16.1639,16.58089,0.09825527
17.60211,15.91352,16.45322,0.09795711
18.13306,17.09327,17.5277,0.09880451
18.71865,17.3248,17.77211,0.09815592
18.46915,17.13769,17.54394,0.09805434
18.04795,16.7845,17.19426,0.09829795
18.19572,16.88647,17.26859,0.09815823
17.68051,16.2938,16.71099,0.09822707
18.39525,17.33528,17.71968,0.0980235
18.46666,17.33236,17.71896,0.09832225
17.37994,16.26497,16.66916,0.09884655
17.58475,16.11529,16.56534,0.09837979
17.99267,17.26383,17.53561,0.09817119
17.75844,16.99327,17.09983,0.09799799
22.43177,19.79437,20.33388,0.09832492
17.75011,16.26654,16.72346,0.09838153
21.48225,20.89882,21.36935,0.09796484
18.11007,16.85791,17.27699,0.09808461
18.49656,17.39498,17.78346,0.09542079
18.05513,16.729,17.21024,0.09553356
17.31235,16.04384,16.45943,0.09556914
17.70534,16.12418,16.69374,0.09557279
22.20732,22.17118,21.89735,0.09553366
17.77647,16.63986,17.07075,0.09555979
17.81751,16.55745,16.93209,0.09570754
18.13819,17.22335,17.55755,0.09541033
18.21201,17.54663,17.83146,0.09558296
18.18083,17.33856,17.73907,0.09561021
18.22696,17.22803,17.59806,0.09542353
18.29558,17.16515,17.57046,0.09560479
18.43092,17.01611,17.44951,0.09567934
